"","GeneID","A_xenica_BW_1.quant","A_xenica_BW_2.quant","A_xenica_BW_3.quant","A_xenica_FW_1.quant","A_xenica_FW_2.quant","A_xenica_FW_3.quant","A_xenica_transfer_1.quant","A_xenica_transfer_2.quant","A_xenica_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"33463","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i6","TRINITY_DN115363_c4_g2","Transcript_80265","gi|831496730|ref|XP_012709131.1| PREDICTED: transcription factor SOX-13 isoform X5 [Fundulus heteroclitus]"
"33464","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i1","TRINITY_DN115363_c4_g2","Transcript_80260","gi|831496718|ref|XP_012709127.1| PREDICTED: transcription factor SOX-13 isoform X1 [Fundulus heteroclitus]"
"33465","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i4","TRINITY_DN115363_c4_g2","Transcript_80263","gi|831496730|ref|XP_012709131.1| PREDICTED: transcription factor SOX-13 isoform X5 [Fundulus heteroclitus]"
"33466","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i1","TRINITY_DN115363_c4_g2","Transcript_80260","gi|831496721|ref|XP_012709128.1| PREDICTED: transcription factor SOX-13 isoform X2 [Fundulus heteroclitus]"
"33467","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i2","TRINITY_DN115363_c4_g2","Transcript_80261","gi|831496727|ref|XP_012709130.1| PREDICTED: transcription factor SOX-13 isoform X4 [Fundulus heteroclitus]"
"33468","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i6","TRINITY_DN115363_c4_g2","Transcript_80265","gi|831496724|ref|XP_012709129.1| PREDICTED: transcription factor SOX-13 isoform X3 [Fundulus heteroclitus]"
"33469","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i4","TRINITY_DN115363_c4_g2","Transcript_80263","gi|831496724|ref|XP_012709129.1| PREDICTED: transcription factor SOX-13 isoform X3 [Fundulus heteroclitus]"
"33470","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i5","TRINITY_DN115363_c4_g2","Transcript_80264","gi|831496727|ref|XP_012709130.1| PREDICTED: transcription factor SOX-13 isoform X4 [Fundulus heteroclitus]"
"33471","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i7","TRINITY_DN115363_c4_g2","Transcript_80266","gi|831496721|ref|XP_012709128.1| PREDICTED: transcription factor SOX-13 isoform X2 [Fundulus heteroclitus]"
"33472","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i7","TRINITY_DN115363_c4_g2","Transcript_80266","gi|831496724|ref|XP_012709129.1| PREDICTED: transcription factor SOX-13 isoform X3 [Fundulus heteroclitus]"
"33473","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i7","TRINITY_DN115363_c4_g2","Transcript_80266","gi|831496730|ref|XP_012709131.1| PREDICTED: transcription factor SOX-13 isoform X5 [Fundulus heteroclitus]"
"33474","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i5","TRINITY_DN115363_c4_g2","Transcript_80264","gi|831496724|ref|XP_012709129.1| PREDICTED: transcription factor SOX-13 isoform X3 [Fundulus heteroclitus]"
"33475","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i7","TRINITY_DN115363_c4_g2","Transcript_80266","gi|831496727|ref|XP_012709130.1| PREDICTED: transcription factor SOX-13 isoform X4 [Fundulus heteroclitus]"
"33476","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i1","TRINITY_DN115363_c4_g2","Transcript_80260","gi|831496727|ref|XP_012709130.1| PREDICTED: transcription factor SOX-13 isoform X4 [Fundulus heteroclitus]"
"33477","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i5","TRINITY_DN115363_c4_g2","Transcript_80264","gi|831496721|ref|XP_012709128.1| PREDICTED: transcription factor SOX-13 isoform X2 [Fundulus heteroclitus]"
"33478","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i2","TRINITY_DN115363_c4_g2","Transcript_80261","gi|831496721|ref|XP_012709128.1| PREDICTED: transcription factor SOX-13 isoform X2 [Fundulus heteroclitus]"
"33479","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i4","TRINITY_DN115363_c4_g2","Transcript_80263","gi|831496727|ref|XP_012709130.1| PREDICTED: transcription factor SOX-13 isoform X4 [Fundulus heteroclitus]"
"33480","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i6","TRINITY_DN115363_c4_g2","Transcript_80265","gi|831496718|ref|XP_012709127.1| PREDICTED: transcription factor SOX-13 isoform X1 [Fundulus heteroclitus]"
"33481","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i2","TRINITY_DN115363_c4_g2","Transcript_80261","gi|831496724|ref|XP_012709129.1| PREDICTED: transcription factor SOX-13 isoform X3 [Fundulus heteroclitus]"
"33482","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i1","TRINITY_DN115363_c4_g2","Transcript_80260","gi|831496733|ref|XP_012709132.1| PREDICTED: transcription factor SOX-13 isoform X5 [Fundulus heteroclitus]"
"33483","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i5","TRINITY_DN115363_c4_g2","Transcript_80264","gi|831496718|ref|XP_012709127.1| PREDICTED: transcription factor SOX-13 isoform X1 [Fundulus heteroclitus]"
"33484","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i6","TRINITY_DN115363_c4_g2","Transcript_80265","gi|831496727|ref|XP_012709130.1| PREDICTED: transcription factor SOX-13 isoform X4 [Fundulus heteroclitus]"
"33485","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i1","TRINITY_DN115363_c4_g2","Transcript_80260","gi|831496724|ref|XP_012709129.1| PREDICTED: transcription factor SOX-13 isoform X3 [Fundulus heteroclitus]"
"33486","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i4","TRINITY_DN115363_c4_g2","Transcript_80263","gi|831496718|ref|XP_012709127.1| PREDICTED: transcription factor SOX-13 isoform X1 [Fundulus heteroclitus]"
"33487","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i5","TRINITY_DN115363_c4_g2","Transcript_80264","gi|831496730|ref|XP_012709131.1| PREDICTED: transcription factor SOX-13 isoform X5 [Fundulus heteroclitus]"
"33488","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i2","TRINITY_DN115363_c4_g2","Transcript_80261","gi|831496718|ref|XP_012709127.1| PREDICTED: transcription factor SOX-13 isoform X1 [Fundulus heteroclitus]"
"33489","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i1","TRINITY_DN115363_c4_g2","Transcript_80260","gi|831496730|ref|XP_012709131.1| PREDICTED: transcription factor SOX-13 isoform X5 [Fundulus heteroclitus]"
"33490","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i5","TRINITY_DN115363_c4_g2","Transcript_80264","gi|831496733|ref|XP_012709132.1| PREDICTED: transcription factor SOX-13 isoform X5 [Fundulus heteroclitus]"
"33491","ENSONIP00000025493","519.61673388028","614.806997016938","577.780770659311","253.166496096411","246.457448471244","317.215286521415","378.135466897273","372.917884790572","420.110648483751",411.134192535244,0.516740653041656,0.174458805322935,2.96196372596461,0.00305683794511288,0.166005958938624,411.134192535244,-0.547181618355132,0.168231459247553,-3.25255229195839,0.00114373548858986,0.0683898330967046,411.134192535244,1.06392227139679,0.171602096987225,6.19993747206943,5.64855974087489e-10,4.4689374670952e-07,"TRINITY_DN115363_c4_g2_i4","TRINITY_DN115363_c4_g2","Transcript_80263","gi|831496733|ref|XP_012709132.1| PREDICTED: transcription factor SOX-13 isoform X5 [Fundulus heteroclitus]"
