"","GeneID","F_parvapinis_BW_1.quant","F_parvapinis_BW_2.quant","F_parvapinis_BW_3.quant","F_parvapinis_FW_1.quant","F_parvapinis_FW_2.quant","F_parvapinis_FW_3.quant","F_parvapinis_transfer_1.quant","F_parvapinis_transfer_2.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"141763","gi|831560003|ref|XP_012731236.1| PREDICTED: G-protein coupled receptor 64-like [Fundulus heteroclitus]","139.559759042943","82.9156574233707","156.307654770533","23.6834812588801","17.1189785712864","18.2042130459627","50.2038901320422","30.220988161953",64.7768278008714,1.04072740930287,0.560980703546912,1.85519288403802,0.0635686874881557,0.999906097828751,64.7768278008714,-1.65582564289732,0.52180120778378,-3.17328825268539,0.00150722800316503,0.0990766038685677,64.7768278008714,2.69655305220019,0.507414024699624,5.31430532255485,1.07064973621324e-07,8.06040636592835e-05,"TRINITY_DN111756_c2_g1_i1","TRINITY_DN111756_c2_g1","Transcript_238549","gi|831560003|ref|XP_012731236.1| PREDICTED: G-protein coupled receptor 64-like [Fundulus heteroclitus]"
"141764","gi|831560003|ref|XP_012731236.1| PREDICTED: G-protein coupled receptor 64-like [Fundulus heteroclitus]","139.559759042943","82.9156574233707","156.307654770533","23.6834812588801","17.1189785712864","18.2042130459627","50.2038901320422","30.220988161953",64.7768278008714,1.04072740930287,0.560980703546912,1.85519288403802,0.0635686874881557,0.999906097828751,64.7768278008714,-1.65582564289732,0.52180120778378,-3.17328825268539,0.00150722800316503,0.0990766038685677,64.7768278008714,2.69655305220019,0.507414024699624,5.31430532255485,1.07064973621324e-07,8.06040636592835e-05,"TRINITY_DN111756_c2_g1_i2","TRINITY_DN111756_c2_g1","Transcript_238550","gi|831560003|ref|XP_012731236.1| PREDICTED: G-protein coupled receptor 64-like [Fundulus heteroclitus]"
"141286","gi|831556813|ref|XP_012730170.1| PREDICTED: receptor-type tyrosine-protein phosphatase H-like [Fundulus heteroclitus]","174.739663777206","80.5351474771397","181.11781173217","0","0","0","0","23.142706061732",57.4419161310309,5.55853270034657,1.96698989136982,2.82590811713606,0.00471467858067212,0.622306957852741,57.4419161310309,-3.64729550863547,1.57711180521612,-2.31264232286668,0.0207423125623038,0.366640021723191,57.4419161310309,9.20582820898204,1.82864206561279,5.03424283083912,4.79741231306663e-07,0.000336265517543812,"TRINITY_DN110353_c0_g1_i1","TRINITY_DN110353_c0_g1","Transcript_137537","gi|831556813|ref|XP_012730170.1| PREDICTED: receptor-type tyrosine-protein phosphatase H-like [Fundulus heteroclitus]"
"66444","ENSXMAP00000005283","10.5529703339627","65.0938830299988","96.7303448965783","0","0","0","2.6019165138523","5.35613846341832",22.5419066547263,4.01722442999836,1.66908686593385,2.40683963908058,0.0160912338122409,0.999906097828751,22.5419066547263,-3.82550801663464,1.19833630221856,-3.19234926752383,0.00141120578055714,0.0966893068263267,22.5419066547263,7.84273244663301,1.5809190342771,4.96086913788044,7.01784603520179e-07,0.000460166955992087,"TRINITY_DN113179_c11_g1_i7","TRINITY_DN113179_c11_g1","Transcript_98626","gi|831571233|ref|XP_012734973.1| PREDICTED: dnaJ homolog subfamily C member 10 [Fundulus heteroclitus]"
"66445","ENSXMAP00000005283","10.5529703339627","65.0938830299988","96.7303448965783","0","0","0","2.6019165138523","5.35613846341832",22.5419066547263,4.01722442999836,1.66908686593385,2.40683963908058,0.0160912338122409,0.999906097828751,22.5419066547263,-3.82550801663464,1.19833630221856,-3.19234926752383,0.00141120578055714,0.0966893068263267,22.5419066547263,7.84273244663301,1.5809190342771,4.96086913788044,7.01784603520179e-07,0.000460166955992087,"TRINITY_DN113179_c11_g1_i4","TRINITY_DN113179_c11_g1","Transcript_98623","gi|831571233|ref|XP_012734973.1| PREDICTED: dnaJ homolog subfamily C member 10 [Fundulus heteroclitus]"
"141159","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","313.016660914388","316.281763741212","290.4238241606","1367.96933905928","751.38911278578","835.387883859556","543.103650587892","642.07667511224",632.456113777619,-0.732098478298345,0.385162349322602,-1.9007529671213,0.0573343771881773,0.999906097828751,632.456113777619,0.950890588032827,0.387544831013268,2.45362732757045,0.0141423462036239,0.31373817592946,632.456113777619,-1.68298906633117,0.347835555843943,-4.83846184800685,1.30847806050972e-06,0.000721580178386402,"TRINITY_DN115631_c1_g1_i1","TRINITY_DN115631_c1_g1","Transcript_181232","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"116701","ENSXMAP00000016732","7.55983273889771","7.16787297328952","7.49172407135601","35.9613632763301","56.0995121890414","85.5373699111464","18.3339472784666","25.1526032490707",30.4130282109498,-1.44665789156918,0.612520830227688,-2.36181011351309,0.0181859545148417,0.999906097828751,30.4130282109498,1.55640950226345,0.689290031423973,2.2579892807214,0.0239463277352062,0.381183348860589,30.4130282109498,-3.00306739383263,0.633066621554971,-4.74368303679688,2.09867139822725e-06,0.00106649233779413,"TRINITY_DN113184_c1_g1_i1","TRINITY_DN113184_c1_g1","Transcript_99644","gi|831523003|ref|XP_012718187.1| PREDICTED: G-protein coupled receptor family C group 5 member C-like [Fundulus heteroclitus]"
"140765","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g2_i1","TRINITY_DN112410_c4_g2","Transcript_99784","gi|831553285|ref|XP_012728989.1| PREDICTED: putative interleukin-17 receptor E-like isoform X2 [Fundulus heteroclitus]"
"140766","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g3_i1","TRINITY_DN112410_c4_g3","Transcript_99785","gi|831553285|ref|XP_012728989.1| PREDICTED: putative interleukin-17 receptor E-like isoform X2 [Fundulus heteroclitus]"
"140767","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g3_i3","TRINITY_DN112410_c4_g3","Transcript_99787","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]"
"140768","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g3_i4","TRINITY_DN112410_c4_g3","Transcript_99788","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]"
"140769","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g3_i1","TRINITY_DN112410_c4_g3","Transcript_99785","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]"
"140770","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g1_i1","TRINITY_DN112410_c4_g1","Transcript_99783","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]"
"140771","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g3_i3","TRINITY_DN112410_c4_g3","Transcript_99787","gi|831553285|ref|XP_012728989.1| PREDICTED: putative interleukin-17 receptor E-like isoform X2 [Fundulus heteroclitus]"
"140772","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g2_i1","TRINITY_DN112410_c4_g2","Transcript_99784","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]"
"140773","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g1_i1","TRINITY_DN112410_c4_g1","Transcript_99783","gi|831553285|ref|XP_012728989.1| PREDICTED: putative interleukin-17 receptor E-like isoform X2 [Fundulus heteroclitus]"
"140774","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g3_i2","TRINITY_DN112410_c4_g3","Transcript_99786","gi|831553285|ref|XP_012728989.1| PREDICTED: putative interleukin-17 receptor E-like isoform X2 [Fundulus heteroclitus]"
"140775","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g3_i2","TRINITY_DN112410_c4_g3","Transcript_99786","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]"
"140776","gi|831553282|ref|XP_012728988.1| PREDICTED: putative interleukin-17 receptor E-like isoform X1 [Fundulus heteroclitus]","181.17350407133","149.191902604836","151.886141262044","29.9571946996511","43.9983628453495","41.2454168659118","46.2509145739246","90.5368915221322",91.7800410556474,0.828351561049515,0.48650338064138,1.70266352508683,0.0886310545149957,0.999906097828751,91.7800410556474,-1.23085288742976,0.466989149518328,-2.63572052733841,0.00839588497637051,0.251380296349587,91.7800410556474,2.05920444847928,0.440238419476839,4.67747556182477,2.90428173648211e-06,0.0014398862160359,"TRINITY_DN112410_c4_g3_i4","TRINITY_DN112410_c4_g3","Transcript_99788","gi|831553285|ref|XP_012728989.1| PREDICTED: putative interleukin-17 receptor E-like isoform X2 [Fundulus heteroclitus]"
"47473","ENSXMAP00000001056","280.133060670157","231.104184474397","268.115791505916","1036.41058384072","3881.534645863","4177.59181166228","87.6354191316745","609.914785422713",1321.55503532136,-3.11953697899921,0.84875320452682,-3.67543469922844,0.000237444770881651,0.152601674243388,1321.55503532136,0.425389794956502,0.850491428054013,0.500169409031935,0.616955796412067,0.858853926468608,1321.55503532136,-3.54492677395571,0.760581686584604,-4.66081005693711,3.14967292578821e-06,0.00148959580164847,"TRINITY_DN115934_c6_g2_i6","TRINITY_DN115934_c6_g2","Transcript_15574","gi|831493567|ref|XP_012708003.1| PREDICTED: solute carrier family 12 member 3-like, partial [Fundulus heteroclitus]"
"47474","ENSXMAP00000001056","280.133060670157","231.104184474397","268.115791505916","1036.41058384072","3881.534645863","4177.59181166228","87.6354191316745","609.914785422713",1321.55503532136,-3.11953697899921,0.84875320452682,-3.67543469922844,0.000237444770881651,0.152601674243388,1321.55503532136,0.425389794956502,0.850491428054013,0.500169409031935,0.616955796412067,0.858853926468608,1321.55503532136,-3.54492677395571,0.760581686584604,-4.66081005693711,3.14967292578821e-06,0.00148959580164847,"TRINITY_DN115934_c6_g2_i5","TRINITY_DN115934_c6_g2","Transcript_15573","gi|831493567|ref|XP_012708003.1| PREDICTED: solute carrier family 12 member 3-like, partial [Fundulus heteroclitus]"
"47475","ENSXMAP00000001056","280.133060670157","231.104184474397","268.115791505916","1036.41058384072","3881.534645863","4177.59181166228","87.6354191316745","609.914785422713",1321.55503532136,-3.11953697899921,0.84875320452682,-3.67543469922844,0.000237444770881651,0.152601674243388,1321.55503532136,0.425389794956502,0.850491428054013,0.500169409031935,0.616955796412067,0.858853926468608,1321.55503532136,-3.54492677395571,0.760581686584604,-4.66081005693711,3.14967292578821e-06,0.00148959580164847,"TRINITY_DN115934_c6_g2_i5","TRINITY_DN115934_c6_g2","Transcript_15573","gi|831493567|ref|XP_012708003.1| PREDICTED: solute carrier family 12 member 3-like, partial [Fundulus heteroclitus]"
"47476","ENSXMAP00000001056","280.133060670157","231.104184474397","268.115791505916","1036.41058384072","3881.534645863","4177.59181166228","87.6354191316745","609.914785422713",1321.55503532136,-3.11953697899921,0.84875320452682,-3.67543469922844,0.000237444770881651,0.152601674243388,1321.55503532136,0.425389794956502,0.850491428054013,0.500169409031935,0.616955796412067,0.858853926468608,1321.55503532136,-3.54492677395571,0.760581686584604,-4.66081005693711,3.14967292578821e-06,0.00148959580164847,"TRINITY_DN115934_c6_g2_i8","TRINITY_DN115934_c6_g2","Transcript_15576","gi|831536424|ref|XP_012722960.1| PREDICTED: solute carrier family 12 member 3 [Fundulus heteroclitus]"
"47477","ENSXMAP00000001056","280.133060670157","231.104184474397","268.115791505916","1036.41058384072","3881.534645863","4177.59181166228","87.6354191316745","609.914785422713",1321.55503532136,-3.11953697899921,0.84875320452682,-3.67543469922844,0.000237444770881651,0.152601674243388,1321.55503532136,0.425389794956502,0.850491428054013,0.500169409031935,0.616955796412067,0.858853926468608,1321.55503532136,-3.54492677395571,0.760581686584604,-4.66081005693711,3.14967292578821e-06,0.00148959580164847,"TRINITY_DN115934_c6_g2_i6","TRINITY_DN115934_c6_g2","Transcript_15574","gi|831493567|ref|XP_012708003.1| PREDICTED: solute carrier family 12 member 3-like, partial [Fundulus heteroclitus]"
"47478","ENSXMAP00000001056","280.133060670157","231.104184474397","268.115791505916","1036.41058384072","3881.534645863","4177.59181166228","87.6354191316745","609.914785422713",1321.55503532136,-3.11953697899921,0.84875320452682,-3.67543469922844,0.000237444770881651,0.152601674243388,1321.55503532136,0.425389794956502,0.850491428054013,0.500169409031935,0.616955796412067,0.858853926468608,1321.55503532136,-3.54492677395571,0.760581686584604,-4.66081005693711,3.14967292578821e-06,0.00148959580164847,"TRINITY_DN115934_c6_g2_i8","TRINITY_DN115934_c6_g2","Transcript_15576","gi|831477165|ref|XP_012713090.1| PREDICTED: solute carrier family 12 member 2-like [Fundulus heteroclitus]"
"47479","ENSXMAP00000001056","280.133060670157","231.104184474397","268.115791505916","1036.41058384072","3881.534645863","4177.59181166228","87.6354191316745","609.914785422713",1321.55503532136,-3.11953697899921,0.84875320452682,-3.67543469922844,0.000237444770881651,0.152601674243388,1321.55503532136,0.425389794956502,0.850491428054013,0.500169409031935,0.616955796412067,0.858853926468608,1321.55503532136,-3.54492677395571,0.760581686584604,-4.66081005693711,3.14967292578821e-06,0.00148959580164847,"TRINITY_DN115934_c6_g2_i8","TRINITY_DN115934_c6_g2","Transcript_15576","gi|831477162|ref|XP_012713082.1| PREDICTED: solute carrier family 12 member 2-like [Fundulus heteroclitus]"
"47480","ENSXMAP00000001056","280.133060670157","231.104184474397","268.115791505916","1036.41058384072","3881.534645863","4177.59181166228","87.6354191316745","609.914785422713",1321.55503532136,-3.11953697899921,0.84875320452682,-3.67543469922844,0.000237444770881651,0.152601674243388,1321.55503532136,0.425389794956502,0.850491428054013,0.500169409031935,0.616955796412067,0.858853926468608,1321.55503532136,-3.54492677395571,0.760581686584604,-4.66081005693711,3.14967292578821e-06,0.00148959580164847,"TRINITY_DN115934_c6_g2_i8","TRINITY_DN115934_c6_g2","Transcript_15576","gi|831564142|ref|XP_012732601.1| PREDICTED: solute carrier family 12 member 1 [Fundulus heteroclitus]"
